"","sp","si","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"366","Habia fuscicauda","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Habia fuscicauda","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Habia rubica","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,1,5,2,0,2,3,2,5,4,1,1,0,0,0,0,1,0,0,0,1,0
"369","Habia rubica","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7,0,1,4,1,5,1,2,4,2,1,1,0,0,0,0,1,0,1,0,1
"370","Habia rubica","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,5,6,1,4,0,7,3,3,1,0,0,0,0
"371","Hafferia fortis","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,2,4,4,4,3,5,5,2,7,0,3,3,1,2,1,0,0,0,1,0,1
"372","Hafferia fortis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,2,3,2,1,3,1,3,2,3,0,0,0,0,0,0,2,0,0,0,0,0
"373","Harpagus bidentatus","LIMBO",0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"374","Harpagus bidentatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"375","Heliodoxa aurescens","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Heliodoxa aurescens","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Heliodoxa schreibersii","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Heliodoxa schreibersii","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Heliothryx barroti","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Helmitheros vermivorum","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Hemithraupis flavicollis","BDFFP",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Hemitriccus flammulatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"383","Hemitriccus griseipectus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"384","Hemitriccus zosterops","BDFFP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Henicorhina leucophrys","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"386","Henicorhina leucophrys","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Henicorhina leucosticta","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,3,2,0,0,0,0,3,6,0,3,1,15,4,0,0,0,0,0,0,0,0,0,0,0
"388","Henicorhina leucosticta","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,2,3,3,8,5,4,4,2,0,0,0,1,0,0,1,0,1,0,0
"389","Henicorhina leucosticta","LIMBO",6,6,4,8,4,1,2,3,2,3,2,0,0,0,0,3,1,6,4,1,2,3,6,5,6,3,4,2,3,2,2,2,2,4,2,1,1,3,4,3,0,1,1,0,2,0
"390","Henicorhina leucosticta","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Henicorhina leucosticta","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,6,2,1,5,6,2,2,5,1,1,0,1,0,1,0,0,0,0,0,1
"392","Henicorhina leucosticta","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,1,2,6,4,0,0,4,0,0,0,0,0,0,0,0
"393","Heterospingus rubrifrons","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Heterospingus rubrifrons","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Heterospingus rubrifrons","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Heterospingus rubrifrons","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Hylexetastes perrotii","BDFFP",0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Hylexetastes stresemanni","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"399","Hylocichla mustelina","LIMBO",5,12,4,2,3,1,3,2,2,5,1,0,0,0,0,0,2,2,0,0,0,3,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"400","Hylopezus macularius","BDFFP",0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Hylopezus perspicillatus","LIMBO",5,2,6,1,5,2,4,3,0,3,2,2,0,3,2,1,3,7,3,1,1,0,2,1,2,2,5,5,1,1,0,0,4,6,3,2,0,1,1,3,2,1,2,3,0,0
"402","Hylophylax naevioides","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Hylophylax naevioides","LIMBO",33,23,23,21,26,17,15,28,6,17,15,8,0,7,13,12,9,13,12,11,11,13,18,9,12,13,17,13,18,21,8,19,15,18,8,10,14,11,5,9,12,4,10,11,16,0
"404","Hylophylax naevioides","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"405","Hylophylax naevius","BDFFP",0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Hylophylax naevius","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,23,13,19,9,8,10,13,7,18,9,6,10,4,2,1,4,4,1,0,1,2,5
"407","Hylophylax naevius","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,12,12,16,21,11,14,17,10,12,11,4,2,4,2,3,2,4,2,0,0,2,0
"408","Hylophylax naevius","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"409","Hylophylax punctulatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"410","Hylophylax punctulatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"411","Hypocnemis cantator","BDFFP",0,0,0,0,0,0,14,5,23,2,1,0,9,7,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,20,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"412","Hypocnemis hypoxantha","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,1,0,3,4,1,2,1,0,2,1,1,3,1,0,0,0,0,0,0
"413","Hypocnemis hypoxantha","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Hypocnemis peruviana","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,2,3,0,0,0,2,3,0,0,0,1,0,2,0,0,0,0,1,0
"415","Hypocnemis peruviana","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"416","Hypocnemis peruviana","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"417","Hypocnemoides maculicauda","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,3,2,0,4,3,6,7,4,1,1,0,0,0
"418","Icterus dominicensis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Icterus prosthemelas","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"420","Icterus prosthemelas","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Ictinia plumbea","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Inezia inorata","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"423","Isleria guttata","BDFFP",0,0,0,0,0,0,5,10,7,2,2,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"424","Isleria hauxwelli","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,4,12,8,9,9,13,9,10,5,4,5,4,3,4,3,2,2,0,2,0,2
"425","Isleria hauxwelli","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,15,11,12,17,13,18,11,7,11,4,6,9,7,2,0,4,3,0,0,0,6
"426","Isleria hauxwelli","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,3,0,0,5,2,2,1,3,2,3,5,0,0,0,0,0
"427","Ixothraupis punctata","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Jacamerops aureus","BDFFP",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Lanio fulvus","BDFFP",0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Lanio fulvus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"431","Lanio fulvus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"432","Lanio versicolor","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0
"433","Laniocera hypopyrra","BDFFP",0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Laniocera hypopyrra","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0
"435","Laniocera hypopyrrha","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
"436","Laniocera hypopyrrha","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Laniocera rufescens","LIMBO",1,3,2,1,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,2,0,0,1,1,1,0,1,0,1,0,0,0,0,0
"438","Lathrotriccus euleri","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Lathrotriccus euleri","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"440","Lathrotriccus euleri","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0,0,0,0,0
"441","Lepidocolaptes affinis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Lepidocolaptes fatimalimae","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"443","Lepidocolaptes souleyetii","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,3,4,2,7,0,0,0,0,3,4,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0
"444","Lepidocolaptes souleyetii","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,7,7,9,0,0,0,0,5,8,0,5,6,1,4,0,0,1,0,0,0,0,0,0,0,0
"445","Lepidocolaptes souleyetii","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Lepidothrix coronata","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,34,24,28,27,26,25,24,17,22,9,10,15,17,8,9,10,10,8,0,16,14,9
"447","Lepidothrix coronata","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,32,37,29,24,25,22,22,20,29,22,12,10,14,9,11,8,5,4,0,6,6,6
"448","Lepidothrix coronata","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"449","Lepidothrix serena","BDFFP",0,0,0,0,0,0,7,17,25,5,0,0,11,13,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"450","Lepidothrix velutina","LIMBO",14,14,14,18,45,21,29,23,15,22,12,11,0,16,17,14,14,15,11,9,13,12,16,9,13,18,19,10,11,13,9,19,6,9,11,14,13,16,20,2,17,6,11,11,13,0
"451","Leptopogon amaurocephalus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,4,2,6,7,4,8,7,3,2,2,0,0
"452","Leptopogon superciliaris","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Leptotila cassinii","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"454","Leptotila cassinii","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,1,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0
"455","Leptotila cassinii","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Leptotila cassinii","LIMBO",1,2,1,1,4,7,2,5,5,2,4,0,0,0,2,2,4,2,1,1,4,3,5,1,4,2,0,4,1,2,1,2,2,6,6,6,5,6,3,0,2,1,6,3,3,0
"457","Leptotila cassinii","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"458","Leptotila cassinii","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"459","Leptotila rufaxilla","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Leptotila rufaxilla","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Leptotila rufaxilla","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,7,10,7,9,2,0,1,0,0,0
"462","Leptotrygon veraguensis","LIMBO",0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Leucopternis melanops","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Leucopternis semiplumbeus","LIMBO",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
"465","Liosceles thoracicus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"466","Liosceles thoracicus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"467","Lipaugus unirufus","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"468","Lipaugus vociferans","BDFFP",0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"469","Lipaugus vociferans","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"470","Lipaugus vociferans","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"471","Lophotriccus vitiosus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"472","Lophotriccus vitiosus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"473","Loriotus cristatus","BDFFP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Loriotus cristatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"475","Loriotus cristatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"476","Loriotus luctuosus","LIMBO",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,0,0,1,1,1,0
"477","Loriotus luctuosus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,1,1,1,0,0,0,0
"478","Machaeropterus pyrocephalus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,1,5,1,0,0,0,0,0
"479","Macheropterus striolatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,2,4,5,6,7,0,2,3,2,2,1,0,0,2,1,1,0,2,2,0
"480","Macheropterus striolatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,2,1,4,2,7,1,6,3,2,0,0,2,4,1,2,0,0,1,1,0
"481","Malacoptila fusca","BDFFP",0,0,0,0,0,0,6,6,9,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"482","Malacoptila fusca","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,6,2,8,5,5,1,1,4,0,2,3,1,0,0,0,0,0,0,1,0
"483","Malacoptila fusca","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,4,4,3,2,2,2,4,2,0,1,1,0,0,0,1,0,0,0,2,0
"484","Malacoptila panamensis","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Malacoptila panamensis","LIMBO",9,5,3,1,12,5,5,4,3,6,1,0,0,3,1,2,3,9,1,4,3,9,5,8,9,7,10,7,7,11,2,21,9,8,8,9,10,6,9,3,0,3,2,8,16,0
"486","Malacoptila panamensis","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"487","Malacoptila semicincta","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Manacus candei","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,125,64,107,115,65,91,15,0,0,0,24,39,0,29,43,56,17,0,0,5,0,0,0,0,0,0,0,0
"489","Manacus candei","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,69,56,64,94,60,66,11,0,0,0,30,47,0,31,41,56,25,0,0,1,0,0,0,0,0,0,0,0
